episode,clip,shot_num,#_frames_extrac,mem_score,duration
s01e07,clip_4_18427-23077,20545-20585-.mp4,6,0.849,1.6
s01e07,clip_4_18427-23077,20586-20608-.mp4,4,0.893,0.9
s01e07,clip_4_18427-23077,20609-20665-.mp4,8,0.841,2.2
s01e07,clip_4_18427-23077,20666-20686-.mp4,4,0.838,0.8
s01e07,clip_4_18427-23077,20687-20712-.mp4,4,0.831,1
s01e07,clip_4_18427-23077,20713-20749-.mp4,5,0.822,1.4
s01e07,clip_4_18427-23077,20750-20786-.mp4,5,0.848,1.4
s01e07,clip_4_18427-23077,20787-20844-.mp4,8,0.804,2.3
s01e07,clip_4_18427-23077,20845-20882-.mp4,5,0.833,1.5
s01e07,clip_4_18427-23077,20883-20925-.mp4,6,0.844,1.7
s01e07,clip_4_18427-23077,20926-21004-.mp4,10,0.857,3.1
s01e07,clip_4_18427-23077,21005-21049-.mp4,6,0.906,1.8
s01e07,clip_4_18427-23077,21050-21134-.mp4,11,0.888,3.4
s01e07,clip_4_18427-23077,21135-21174-.mp4,5,0.931,1.6
s01e07,clip_4_18427-23077,21175-21330-.mp4,20,0.907,6.2
s01e07,clip_4_18427-23077,21331-21453-.mp4,16,0.921,4.9
s01e07,clip_4_18427-23077,21454-21941-.mp4,61,0.839,19.5
s01e07,clip_4_18427-23077,21942-22101-.mp4,20,0.796,6.4
s01e07,clip_4_18427-23077,22102-22209-.mp4,14,0.833,4.3
s01e07,clip_4_18427-23077,22210-22282-.mp4,10,0.884,2.9
s01e07,clip_4_18427-23077,22283-22393-.mp4,14,0.869,4.4
s01e07,clip_4_18427-23077,22394-22541-.mp4,19,0.863,5.9
s01e07,clip_4_18427-23077,22542-22644-.mp4,13,0.858,4.1
s01e07,clip_4_18427-23077,22645-22759-.mp4,15,0.881,4.6
s01e07,clip_4_18427-23077,22760-22799-.mp4,5,0.877,1.6
s01e07,clip_4_18427-23077,22800-23077-.mp4,35,0.838,11.1
s01e07,clip_5_23078-27692,23078-23127-.mp4,7,0.934,2
s01e07,clip_5_23078-27692,23128-23167-.mp4,5,0.888,1.6
s01e07,clip_5_23078-27692,23168-23286-.mp4,15,0.93,4.7
s01e07,clip_5_23078-27692,23287-23318-.mp4,4,0.875,1.2
s01e07,clip_5_23078-27692,23319-23343-.mp4,4,0.893,1
s01e07,clip_5_23078-27692,23344-23378-.mp4,5,0.909,1.4
s01e07,clip_5_23078-27692,23379-23421-.mp4,6,0.834,1.7
s01e07,clip_5_23078-27692,23422-23565-.mp4,18,0.896,5.7
s01e07,clip_5_23078-27692,23566-23675-.mp4,14,0.829,4.4
s01e07,clip_5_23078-27692,23676-23855-.mp4,23,0.98,7.2
s01e07,clip_5_23078-27692,23856-23887-.mp4,4,0.907,1.2
s01e07,clip_5_23078-27692,23888-23919-.mp4,4,0.887,1.2
s01e07,clip_5_23078-27692,23920-23961-.mp4,6,0.864,1.6
s01e07,clip_5_23078-27692,23962-24023-.mp4,8,0.907,2.4
s01e07,clip_5_23078-27692,24024-24110-.mp4,11,0.802,3.4
s01e07,clip_5_23078-27692,24111-24251-.mp4,18,0.888,5.6
s01e07,clip_5_23078-27692,24252-24354-.mp4,13,0.822,4.1
s01e07,clip_5_23078-27692,24355-24922-.mp4,71,0.876,22.7
s01e07,clip_5_23078-27692,24923-24980-.mp4,8,0.975,2.3
s01e07,clip_5_23078-27692,24981-25066-.mp4,11,0.838,3.4
s01e07,clip_5_23078-27692,25067-25118-.mp4,7,0.833,2
s01e07,clip_5_23078-27692,25119-25182-.mp4,8,0.825,2.5
s01e07,clip_5_23078-27692,25183-26822-.mp4,205,0.908,65.6
s01e07,clip_5_23078-27692,26823-27070-.mp4,31,0.858,9.9
s01e07,clip_5_23078-27692,27071-27123-.mp4,7,0.978,2.1
s01e07,clip_5_23078-27692,27124-27661-.mp4,68,0.915,21.5
s01e07,clip_5_23078-27692,27662-27692-.mp4,4,0.931,1.2
s01e07,clip_6_27693-32306,27693-27819-.mp4,16,0.88,5
s01e07,clip_6_27693-32306,27820-27941-.mp4,16,0.899,4.8
s01e07,clip_6_27693-32306,27942-28040-.mp4,13,0.909,3.9
s01e07,clip_6_27693-32306,28041-28183-.mp4,18,0.95,5.7
s01e07,clip_6_27693-32306,28184-28229-.mp4,6,0.937,1.8
s01e07,clip_6_27693-32306,28230-28293-.mp4,8,0.989,2.5
s01e07,clip_6_27693-32306,28294-28332-.mp4,5,0.962,1.5
s01e07,clip_6_27693-32306,28333-28443-.mp4,14,0.986,4.4
s01e07,clip_6_27693-32306,28444-28491-.mp4,6,0.942,1.9
s01e07,clip_6_27693-32306,28492-28524-.mp4,5,0.964,1.3
s01e07,clip_6_27693-32306,28525-28556-.mp4,4,0.969,1.2
s01e07,clip_6_27693-32306,28557-28615-.mp4,8,0.952,2.3
s01e07,clip_6_27693-32306,28616-28723-.mp4,14,0.94,4.3
s01e07,clip_6_27693-32306,28724-28847-.mp4,16,0.989,4.9
s01e07,clip_6_27693-32306,28848-28977-.mp4,17,0.915,5.2
s01e07,clip_6_27693-32306,28978-29052-.mp4,10,0.939,3
s01e07,clip_6_27693-32306,29053-29093-.mp4,6,0.925,1.6
s01e07,clip_6_27693-32306,29094-29149-.mp4,7,0.93,2.2
s01e07,clip_6_27693-32306,29150-29232-.mp4,11,0.923,3.3
s01e07,clip_6_27693-32306,29233-29392-.mp4,20,0.919,6.4
s01e07,clip_6_27693-32306,29393-29440-.mp4,6,0.947,1.9
s01e07,clip_6_27693-32306,29441-29557-.mp4,15,1.035,4.6
s01e07,clip_6_27693-32306,29558-29595-.mp4,5,0.973,1.5
s01e07,clip_6_27693-32306,29596-29659-.mp4,8,1.004,2.5
s01e07,clip_6_27693-32306,29660-29701-.mp4,6,0.945,1.6
s01e07,clip_6_27693-32306,29702-29760-.mp4,8,1.017,2.3
s01e07,clip_6_27693-32306,29761-29804-.mp4,6,0.926,1.7
s01e07,clip_6_27693-32306,29805-29861-.mp4,8,0.886,2.2
s01e07,clip_6_27693-32306,29862-30004-.mp4,18,0.949,5.7
s01e07,clip_6_27693-32306,30005-30063-.mp4,8,0.856,2.3
s01e07,clip_6_27693-32306,30064-30204-.mp4,18,0.897,5.6
s01e07,clip_6_27693-32306,30205-30272-.mp4,9,0.959,2.7
s01e07,clip_6_27693-32306,30273-30293-.mp4,4,0.982,0.8
s01e07,clip_6_27693-32306,30294-30321-.mp4,4,0.922,1.1
s01e07,clip_6_27693-32306,30322-30355-.mp4,5,0.948,1.3
s01e07,clip_6_27693-32306,30356-30403-.mp4,6,0.942,1.9
s01e07,clip_6_27693-32306,30404-30609-.mp4,26,0.92,8.2
s01e07,clip_6_27693-32306,30610-30697-.mp4,11,0.911,3.5
s01e07,clip_6_27693-32306,30698-30725-.mp4,4,0.923,1.1
s01e07,clip_6_27693-32306,30726-30785-.mp4,8,0.898,2.4
s01e07,clip_6_27693-32306,30786-30867-.mp4,11,0.853,3.2
s01e07,clip_6_27693-32306,30868-30919-.mp4,7,0.898,2
s01e07,clip_6_27693-32306,30920-30945-.mp4,4,0.952,1
s01e07,clip_6_27693-32306,30946-30989-.mp4,6,0.959,1.7
s01e07,clip_6_27693-32306,30990-31028-.mp4,5,0.874,1.5
s01e07,clip_6_27693-32306,31029-31093-.mp4,9,0.946,2.6
s01e07,clip_6_27693-32306,31094-31140-.mp4,6,0.905,1.8
s01e07,clip_6_27693-32306,31141-31180-.mp4,5,0.883,1.6
s01e07,clip_6_27693-32306,31181-31211-.mp4,4,0.945,1.2
s01e07,clip_6_27693-32306,31212-31244-.mp4,5,0.9,1.3
s01e07,clip_6_27693-32306,31245-31284-.mp4,5,0.939,1.6
s01e07,clip_6_27693-32306,31285-31308-.mp4,4,0.972,0.9
s01e07,clip_6_27693-32306,31309-31428-.mp4,15,0.899,4.8
s01e07,clip_6_27693-32306,31429-31465-.mp4,5,0.978,1.4
s01e07,clip_6_27693-32306,31466-31555-.mp4,12,0.865,3.6
s01e07,clip_6_27693-32306,31556-31584-.mp4,4,0.851,1.1
s01e07,clip_6_27693-32306,31585-31611-.mp4,4,0.917,1
s01e07,clip_6_27693-32306,31612-31655-.mp4,6,0.875,1.7
s01e07,clip_6_27693-32306,31656-31719-.mp4,8,0.858,2.5
s01e07,clip_6_27693-32306,31720-31795-.mp4,10,0.915,3
s01e07,clip_6_27693-32306,31796-32008-.mp4,27,0.837,8.5
s01e07,clip_6_27693-32306,32009-32093-.mp4,11,0.8,3.4
s01e07,clip_6_27693-32306,32094-32213-.mp4,15,0.88,4.8
s01e07,clip_6_27693-32306,32214-32292-.mp4,10,0.882,3.1
s01e07,clip_6_27693-32306,32293-32306-.mp4,4,0.839,0.5
s01e07,clip_7_32307-37189,32307-32322-.mp4,4,0.833,0.6
s01e07,clip_7_32307-37189,32323-32361-.mp4,5,0.912,1.5
s01e07,clip_7_32307-37189,32362-32386-.mp4,4,0.904,1
s01e07,clip_7_32307-37189,32387-32423-.mp4,5,0.845,1.4
s01e07,clip_7_32307-37189,32424-32463-.mp4,5,0.774,1.6
s01e07,clip_7_32307-37189,32464-32563-.mp4,13,0.8,4
s01e07,clip_7_32307-37189,32564-32802-.mp4,30,0.884,9.5
s01e07,clip_7_32307-37189,32803-32890-.mp4,11,0.914,3.5
s01e07,clip_7_32307-37189,32891-32977-.mp4,11,0.856,3.4
s01e07,clip_7_32307-37189,32978-33021-.mp4,6,0.867,1.7
s01e07,clip_7_32307-37189,33022-33235-.mp4,27,0.87,8.5
s01e07,clip_7_32307-37189,33236-33475-.mp4,30,0.908,9.6
s01e07,clip_7_32307-37189,33476-33510-.mp4,5,0.838,1.4
s01e07,clip_7_32307-37189,33511-33674-.mp4,21,0.808,6.5
s01e07,clip_7_32307-37189,33675-33731-.mp4,8,0.888,2.2
s01e07,clip_7_32307-37189,33732-33754-.mp4,4,0.932,0.9
s01e07,clip_7_32307-37189,33755-33846-.mp4,12,0.904,3.6
s01e07,clip_7_32307-37189,33847-33893-.mp4,6,0.91,1.8
s01e07,clip_7_32307-37189,33894-33962-.mp4,9,0.857,2.7
s01e07,clip_7_32307-37189,33963-33998-.mp4,5,0.903,1.4
s01e07,clip_7_32307-37189,33999-34050-.mp4,7,0.904,2
s01e07,clip_7_32307-37189,34051-34126-.mp4,10,0.883,3
s01e07,clip_7_32307-37189,34127-34165-.mp4,5,0.867,1.5
s01e07,clip_7_32307-37189,34166-34187-.mp4,4,0.895,0.8
s01e07,clip_7_32307-37189,34188-34270-.mp4,11,0.897,3.3
s01e07,clip_7_32307-37189,34271-34361-.mp4,12,0.897,3.6
s01e07,clip_7_32307-37189,34362-34394-.mp4,5,0.922,1.3
s01e07,clip_7_32307-37189,34395-34441-.mp4,6,0.953,1.8
s01e07,clip_7_32307-37189,34442-34473-.mp4,4,0.916,1.2
s01e07,clip_7_32307-37189,34474-34538-.mp4,9,0.875,2.6
s01e07,clip_7_32307-37189,34539-34582-.mp4,6,0.922,1.7
s01e07,clip_7_32307-37189,34583-34627-.mp4,6,0.927,1.8
s01e07,clip_7_32307-37189,34628-34678-.mp4,7,0.941,2
s01e07,clip_7_32307-37189,34679-34833-.mp4,20,0.977,6.2
s01e07,clip_7_32307-37189,34834-34917-.mp4,11,0.787,3.3
s01e07,clip_7_32307-37189,34918-36819-.mp4,238,0.864,76
