episode,clip,shot_num,#_frames_extrac,mem_score,duration
s01e08,clip_2_9308-13841,10952-11012-.mp4,8,0.898,2.4
s01e08,clip_2_9308-13841,11013-11056-.mp4,6,0.901,1.7
s01e08,clip_2_9308-13841,11057-11187-.mp4,17,0.865,5.2
s01e08,clip_2_9308-13841,11188-11231-.mp4,6,0.891,1.7
s01e08,clip_2_9308-13841,11232-11327-.mp4,12,0.918,3.8
s01e08,clip_2_9308-13841,11328-11366-.mp4,5,1.024,1.5
s01e08,clip_2_9308-13841,11367-11408-.mp4,6,0.962,1.6
s01e08,clip_2_9308-13841,11409-11462-.mp4,7,0.862,2.1
s01e08,clip_2_9308-13841,11463-11506-.mp4,6,0.926,1.7
s01e08,clip_2_9308-13841,11507-11530-.mp4,4,0.949,0.9
s01e08,clip_2_9308-13841,11531-11555-.mp4,4,0.857,1
s01e08,clip_2_9308-13841,11556-11600-.mp4,6,0.888,1.8
s01e08,clip_2_9308-13841,11601-11660-.mp4,8,0.945,2.4
s01e08,clip_2_9308-13841,11661-11766-.mp4,14,0.949,4.2
s01e08,clip_2_9308-13841,11767-11803-.mp4,5,0.922,1.4
s01e08,clip_2_9308-13841,11804-11864-.mp4,8,0.867,2.4
s01e08,clip_2_9308-13841,11865-11907-.mp4,6,0.898,1.7
s01e08,clip_2_9308-13841,11908-11926-.mp4,4,0.927,0.7
s01e08,clip_2_9308-13841,11927-12014-.mp4,11,0.815,3.5
s01e08,clip_2_9308-13841,12015-12094-.mp4,10,0.957,3.2
s01e08,clip_2_9308-13841,12095-12202-.mp4,14,0.859,4.3
s01e08,clip_2_9308-13841,12203-12323-.mp4,16,0.957,4.8
s01e08,clip_2_9308-13841,12324-12516-.mp4,25,0.925,7.7
s01e08,clip_2_9308-13841,12517-12551-.mp4,5,0.988,1.4
s01e08,clip_2_9308-13841,12552-12583-.mp4,4,0.95,1.2
s01e08,clip_2_9308-13841,12584-12696-.mp4,15,0.708,4.5
s01e08,clip_2_9308-13841,12697-12755-.mp4,8,0.896,2.3
s01e08,clip_2_9308-13841,12756-12812-.mp4,8,0.859,2.2
s01e08,clip_2_9308-13841,12813-13010-.mp4,25,0.759,7.9
s01e08,clip_2_9308-13841,13011-13078-.mp4,9,0.879,2.7
s01e08,clip_2_9308-13841,13079-13218-.mp4,18,0.845,5.6
s01e08,clip_2_9308-13841,13219-13280-.mp4,8,0.876,2.4
s01e08,clip_2_9308-13841,13281-13340-.mp4,8,0.881,2.4
s01e08,clip_2_9308-13841,13341-13404-.mp4,8,0.86,2.5
s01e08,clip_2_9308-13841,13405-13410-.mp4,0,0,0.2
s01e08,clip_2_9308-13841,13411-13471-.mp4,8,0.779,2.4
s01e08,clip_2_9308-13841,13472-13624-.mp4,20,0.764,6.1
s01e08,clip_2_9308-13841,13625-13680-.mp4,7,0.908,2.2
s01e08,clip_2_9308-13841,13681-13686-.mp4,0,0,0.2
s01e08,clip_2_9308-13841,13687-13748-.mp4,8,0.782,2.4
s01e08,clip_2_9308-13841,13749-13810-.mp4,8,0.866,2.4
s01e08,clip_2_9308-13841,13811-13841-.mp4,4,0.783,1.2
s01e08,clip_3_13842-18340,13842-13934-.mp4,12,0.756,3.7
s01e08,clip_3_13842-18340,13935-13985-.mp4,7,0.731,2
s01e08,clip_3_13842-18340,13986-14058-.mp4,10,0.903,2.9
s01e08,clip_3_13842-18340,14059-14105-.mp4,6,0.91,1.8
s01e08,clip_3_13842-18340,14106-14133-.mp4,4,0.926,1.1
s01e08,clip_3_13842-18340,14134-14257-.mp4,16,0.951,4.9
s01e08,clip_3_13842-18340,14258-14352-.mp4,12,0.904,3.8
s01e08,clip_3_13842-18340,14353-14456-.mp4,13,0.899,4.1
s01e08,clip_3_13842-18340,14457-14508-.mp4,7,0.903,2
s01e08,clip_3_13842-18340,14509-14561-.mp4,7,0.931,2.1
s01e08,clip_3_13842-18340,14562-14750-.mp4,24,0.817,7.5
s01e08,clip_3_13842-18340,14751-14974-.mp4,28,0.924,8.9
s01e08,clip_3_13842-18340,14975-15085-.mp4,14,0.889,4.4
s01e08,clip_3_13842-18340,15086-15109-.mp4,4,0.99,0.9
s01e08,clip_3_13842-18340,15110-15158-.mp4,7,0.948,1.9
s01e08,clip_3_13842-18340,15159-15185-.mp4,4,0.997,1
s01e08,clip_3_13842-18340,15186-15238-.mp4,7,0.934,2.1
s01e08,clip_3_13842-18340,15239-15308-.mp4,9,0.988,2.8
s01e08,clip_3_13842-18340,15309-15337-.mp4,4,0.954,1.1
s01e08,clip_3_13842-18340,15338-15413-.mp4,10,0.895,3
s01e08,clip_3_13842-18340,15414-15597-.mp4,23,0.846,7.3
s01e08,clip_3_13842-18340,15598-15637-.mp4,5,0.803,1.6
s01e08,clip_3_13842-18340,15638-15681-.mp4,6,0.944,1.7
s01e08,clip_3_13842-18340,15682-15752-.mp4,9,0.877,2.8
s01e08,clip_3_13842-18340,15753-15809-.mp4,8,0.962,2.2
s01e08,clip_3_13842-18340,15810-15889-.mp4,10,0.924,3.2
s01e08,clip_3_13842-18340,15890-16130-.mp4,31,0.905,9.6
s01e08,clip_3_13842-18340,16131-16317-.mp4,24,0.936,7.4
s01e08,clip_3_13842-18340,16318-16365-.mp4,6,0.933,1.9
s01e08,clip_3_13842-18340,16366-16409-.mp4,6,0.926,1.7
s01e08,clip_3_13842-18340,16410-16522-.mp4,15,0.954,4.5
s01e08,clip_3_13842-18340,16523-16596-.mp4,10,0.925,2.9
s01e08,clip_3_13842-18340,16597-16626-.mp4,4,0.918,1.2
s01e08,clip_3_13842-18340,16627-16690-.mp4,8,0.953,2.5
s01e08,clip_3_13842-18340,16691-16908-.mp4,28,0.918,8.7
s01e08,clip_3_13842-18340,16909-17062-.mp4,20,0.892,6.1
s01e08,clip_3_13842-18340,17063-17102-.mp4,5,0.93,1.6
s01e08,clip_3_13842-18340,17103-17145-.mp4,6,0.93,1.7
s01e08,clip_3_13842-18340,17146-17394-.mp4,32,0.901,9.9
s01e08,clip_3_13842-18340,17395-17474-.mp4,10,0.832,3.2
s01e08,clip_3_13842-18340,17475-17533-.mp4,8,0.907,2.3
s01e08,clip_3_13842-18340,17534-17645-.mp4,14,0.807,4.4
s01e08,clip_3_13842-18340,17646-17720-.mp4,10,0.865,3
s01e08,clip_3_13842-18340,17721-17894-.mp4,22,0.859,6.9
s01e08,clip_3_13842-18340,17895-17977-.mp4,11,0.917,3.3
s01e08,clip_3_13842-18340,17978-18054-.mp4,10,0.904,3
s01e08,clip_3_13842-18340,18055-18242-.mp4,24,0.935,7.5
s01e08,clip_3_13842-18340,18243-18290-.mp4,6,0.932,1.9
s01e08,clip_3_13842-18340,18291-18340-.mp4,7,0.934,2
s01e08,clip_4_18341-23390,18341-18352-.mp4,4,0.789,0.4
s01e08,clip_4_18341-23390,18353-18439-.mp4,11,0.923,3.4
s01e08,clip_4_18341-23390,18440-18593-.mp4,20,0.976,6.1
s01e08,clip_4_18341-23390,18594-18779-.mp4,24,0.843,7.4
s01e08,clip_4_18341-23390,18780-18817-.mp4,5,0.917,1.5
s01e08,clip_4_18341-23390,18818-18865-.mp4,6,0.941,1.9
s01e08,clip_4_18341-23390,18866-19019-.mp4,20,0.996,6.1
s01e08,clip_4_18341-23390,19020-19137-.mp4,15,0.991,4.7
s01e08,clip_4_18341-23390,19138-19200-.mp4,8,0.994,2.5
s01e08,clip_4_18341-23390,19201-19272-.mp4,9,0.967,2.8
s01e08,clip_4_18341-23390,19273-19448-.mp4,22,0.981,7
s01e08,clip_4_18341-23390,19449-19587-.mp4,18,0.859,5.5
s01e08,clip_4_18341-23390,19588-19696-.mp4,14,0.918,4.3
s01e08,clip_4_18341-23390,19697-19840-.mp4,18,0.995,5.7
s01e08,clip_4_18341-23390,19841-19948-.mp4,14,0.98,4.3
s01e08,clip_4_18341-23390,19949-20047-.mp4,13,0.986,3.9
s01e08,clip_4_18341-23390,20048-20167-.mp4,15,0.947,4.8
s01e08,clip_4_18341-23390,20168-20259-.mp4,12,0.844,3.6
s01e08,clip_4_18341-23390,20260-20551-.mp4,37,0.887,11.6
s01e08,clip_4_18341-23390,20552-20608-.mp4,8,0.871,2.2
s01e08,clip_4_18341-23390,20609-20811-.mp4,26,0.92,8.1
s01e08,clip_4_18341-23390,20812-20868-.mp4,8,0.922,2.2
s01e08,clip_4_18341-23390,20869-20961-.mp4,12,0.924,3.7
s01e08,clip_4_18341-23390,20962-21052-.mp4,12,0.956,3.6
s01e08,clip_4_18341-23390,21053-21116-.mp4,8,0.945,2.5
s01e08,clip_4_18341-23390,21117-21135-.mp4,4,0.91,0.7
s01e08,clip_4_18341-23390,21136-21209-.mp4,10,0.822,2.9
s01e08,clip_4_18341-23390,21210-21247-.mp4,5,0.91,1.5
s01e08,clip_4_18341-23390,21248-21352-.mp4,14,0.895,4.2
s01e08,clip_4_18341-23390,21353-21463-.mp4,14,0.951,4.4
s01e08,clip_4_18341-23390,21464-21521-.mp4,8,0.915,2.3
s01e08,clip_4_18341-23390,21522-21545-.mp4,4,0.969,0.9
s01e08,clip_4_18341-23390,21546-21595-.mp4,7,0.993,2
s01e08,clip_4_18341-23390,21596-21691-.mp4,12,0.967,3.8
s01e08,clip_4_18341-23390,21692-21717-.mp4,4,0.987,1
s01e08,clip_4_18341-23390,21718-21772-.mp4,7,0.971,2.2
s01e08,clip_4_18341-23390,21773-21853-.mp4,11,0.975,3.2
s01e08,clip_4_18341-23390,21854-21907-.mp4,7,0.944,2.1
s01e08,clip_4_18341-23390,21908-21944-.mp4,5,0.979,1.4
s01e08,clip_4_18341-23390,21945-22176-.mp4,29,0.9,9.2
s01e08,clip_4_18341-23390,22177-22353-.mp4,23,0.865,7
s01e08,clip_4_18341-23390,22354-22420-.mp4,9,0.948,2.6
s01e08,clip_4_18341-23390,22421-22559-.mp4,18,0.938,5.5
s01e08,clip_4_18341-23390,22560-22688-.mp4,17,0.851,5.1
s01e08,clip_4_18341-23390,22689-22828-.mp4,18,0.85,5.6
s01e08,clip_4_18341-23390,22829-22872-.mp4,6,0.874,1.7
s01e08,clip_4_18341-23390,22873-22955-.mp4,11,0.87,3.3
s01e08,clip_4_18341-23390,22956-22980-.mp4,4,0.944,1
s01e08,clip_4_18341-23390,22981-23052-.mp4,9,0.961,2.8
s01e08,clip_4_18341-23390,23053-23229-.mp4,23,0.828,7
s01e08,clip_4_18341-23390,23230-23299-.mp4,9,0.872,2.8
s01e08,clip_4_18341-23390,23300-23325-.mp4,4,0.863,1
s01e08,clip_4_18341-23390,23326-23390-.mp4,9,0.94,2.6
s01e08,clip_5_23391-28061,23391-23453-.mp4,8,0.901,2.5
s01e08,clip_5_23391-28061,23454-23542-.mp4,12,0.908,3.5
s01e08,clip_5_23391-28061,23543-23582-.mp4,5,0.893,1.6
s01e08,clip_5_23391-28061,23583-23631-.mp4,7,0.919,1.9
s01e08,clip_5_23391-28061,23632-23686-.mp4,7,0.969,2.2
s01e08,clip_5_23391-28061,23687-23734-.mp4,6,0.904,1.9
s01e08,clip_5_23391-28061,23735-23761-.mp4,4,0.91,1
s01e08,clip_5_23391-28061,23762-23799-.mp4,5,0.91,1.5
s01e08,clip_5_23391-28061,23800-23853-.mp4,7,0.974,2.1
s01e08,clip_5_23391-28061,23854-23897-.mp4,6,0.927,1.7
s01e08,clip_5_23391-28061,23898-24019-.mp4,16,0.939,4.8
s01e08,clip_5_23391-28061,24020-24077-.mp4,8,0.947,2.3
s01e08,clip_5_23391-28061,24078-24186-.mp4,14,0.873,4.3
s01e08,clip_5_23391-28061,24187-24246-.mp4,8,0.912,2.4
s01e08,clip_5_23391-28061,24247-24281-.mp4,5,0.881,1.4
s01e08,clip_5_23391-28061,24282-24345-.mp4,8,0.916,2.5
s01e08,clip_5_23391-28061,24346-24418-.mp4,10,0.825,2.9
s01e08,clip_5_23391-28061,24419-24562-.mp4,18,0.844,5.7
s01e08,clip_5_23391-28061,24563-24631-.mp4,9,0.859,2.7
s01e08,clip_5_23391-28061,24632-24694-.mp4,8,0.853,2.5
s01e08,clip_5_23391-28061,24695-24739-.mp4,6,0.944,1.8
s01e08,clip_5_23391-28061,24740-24775-.mp4,5,0.892,1.4
s01e08,clip_5_23391-28061,24776-24834-.mp4,8,0.906,2.3
s01e08,clip_5_23391-28061,24835-24886-.mp4,7,0.93,2
s01e08,clip_5_23391-28061,24887-25133-.mp4,31,0.823,9.8
s01e08,clip_5_23391-28061,25134-25214-.mp4,11,0.856,3.2
s01e08,clip_5_23391-28061,25215-25370-.mp4,20,0.879,6.2
s01e08,clip_5_23391-28061,25371-25474-.mp4,13,0.888,4.1
s01e08,clip_5_23391-28061,25475-25565-.mp4,12,0.869,3.6
s01e08,clip_5_23391-28061,25566-25613-.mp4,6,0.845,1.9
s01e08,clip_5_23391-28061,25614-25701-.mp4,11,0.911,3.5
s01e08,clip_5_23391-28061,25702-25799-.mp4,13,0.847,3.9
s01e08,clip_5_23391-28061,25800-25891-.mp4,12,0.916,3.6
s01e08,clip_5_23391-28061,25892-25933-.mp4,6,0.982,1.6
s01e08,clip_5_23391-28061,25934-26011-.mp4,10,0.962,3.1
s01e08,clip_5_23391-28061,26012-26062-.mp4,7,0.866,2
s01e08,clip_5_23391-28061,26063-26222-.mp4,20,0.815,6.4
s01e08,clip_5_23391-28061,26223-26313-.mp4,12,0.875,3.6
s01e08,clip_5_23391-28061,26314-26418-.mp4,14,0.936,4.2
s01e08,clip_5_23391-28061,26419-26489-.mp4,9,0.937,2.8
s01e08,clip_5_23391-28061,26490-26533-.mp4,6,0.885,1.7
s01e08,clip_5_23391-28061,26534-26607-.mp4,10,0.902,2.9
s01e08,clip_5_23391-28061,26608-26742-.mp4,17,0.893,5.4
s01e08,clip_5_23391-28061,26743-26774-.mp4,4,0.933,1.2
s01e08,clip_5_23391-28061,26775-26846-.mp4,9,0.924,2.8
s01e08,clip_5_23391-28061,26847-26890-.mp4,6,0.952,1.7
s01e08,clip_5_23391-28061,26891-27071-.mp4,23,0.952,7.2
s01e08,clip_5_23391-28061,27072-27214-.mp4,18,0.84,5.7
s01e08,clip_5_23391-28061,27215-27287-.mp4,10,0.858,2.9
s01e08,clip_5_23391-28061,27288-27345-.mp4,8,0.954,2.3
s01e08,clip_5_23391-28061,27346-27389-.mp4,6,0.947,1.7
s01e08,clip_5_23391-28061,27390-27461-.mp4,9,0.993,2.8
s01e08,clip_5_23391-28061,27462-27517-.mp4,7,0.962,2.2
s01e08,clip_5_23391-28061,27518-27551-.mp4,5,0.966,1.3
s01e08,clip_5_23391-28061,27552-27633-.mp4,11,0.941,3.2
s01e08,clip_5_23391-28061,27634-27690-.mp4,8,0.987,2.2
s01e08,clip_5_23391-28061,27691-27765-.mp4,10,0.841,3
s01e08,clip_5_23391-28061,27766-27963-.mp4,25,0.964,7.9
s01e08,clip_5_23391-28061,27964-28018-.mp4,7,0.968,2.2
s01e08,clip_5_23391-28061,28019-28061-.mp4,6,0.948,1.7
s01e08,clip_6_28062-32855,28062-28141-.mp4,10,0.916,3.2
s01e08,clip_6_28062-32855,28142-28188-.mp4,6,0.922,1.8
s01e08,clip_6_28062-32855,28189-28224-.mp4,5,0.989,1.4
s01e08,clip_6_28062-32855,28225-28289-.mp4,9,0.953,2.6
s01e08,clip_6_28062-32855,28290-28329-.mp4,5,0.942,1.6
s01e08,clip_6_28062-32855,28330-28368-.mp4,5,0.926,1.5
s01e08,clip_6_28062-32855,28369-28439-.mp4,9,0.912,2.8
s01e08,clip_6_28062-32855,28440-28503-.mp4,8,0.951,2.5
s01e08,clip_6_28062-32855,28504-28571-.mp4,9,0.937,2.7
s01e08,clip_6_28062-32855,28572-28699-.mp4,16,0.849,5.1
s01e08,clip_6_28062-32855,28700-28812-.mp4,15,0.924,4.5
s01e08,clip_6_28062-32855,28813-28851-.mp4,5,0.898,1.5
s01e08,clip_6_28062-32855,28852-28885-.mp4,5,0.943,1.3
s01e08,clip_6_28062-32855,28886-28919-.mp4,5,0.939,1.3
s01e08,clip_6_28062-32855,28920-28960-.mp4,6,0.905,1.6
s01e08,clip_6_28062-32855,28961-29057-.mp4,13,0.898,3.8
s01e08,clip_6_28062-32855,29058-29127-.mp4,9,0.897,2.8
s01e08,clip_6_28062-32855,29128-29192-.mp4,9,0.962,2.6
s01e08,clip_6_28062-32855,29193-29295-.mp4,13,0.837,4.1
s01e08,clip_6_28062-32855,29296-29328-.mp4,5,0.963,1.3
s01e08,clip_6_28062-32855,29329-29444-.mp4,15,0.892,4.6
s01e08,clip_6_28062-32855,29445-29544-.mp4,13,0.979,4
s01e08,clip_6_28062-32855,29545-29613-.mp4,9,0.875,2.7
s01e08,clip_6_28062-32855,29614-29665-.mp4,7,0.946,2
s01e08,clip_6_28062-32855,29666-29948-.mp4,36,0.932,11.3
s01e08,clip_6_28062-32855,29949-30077-.mp4,17,0.941,5.1
s01e08,clip_6_28062-32855,30078-30164-.mp4,11,0.964,3.4
s01e08,clip_6_28062-32855,30165-30203-.mp4,5,0.97,1.5
s01e08,clip_6_28062-32855,30204-30252-.mp4,7,0.987,1.9
s01e08,clip_6_28062-32855,30253-30348-.mp4,12,0.971,3.8
s01e08,clip_6_28062-32855,30349-30381-.mp4,5,0.991,1.3
s01e08,clip_6_28062-32855,30382-30477-.mp4,12,0.964,3.8
s01e08,clip_6_28062-32855,30478-30521-.mp4,6,0.91,1.7
s01e08,clip_6_28062-32855,30522-30584-.mp4,8,0.805,2.5
s01e08,clip_6_28062-32855,30585-30629-.mp4,6,0.912,1.8
s01e08,clip_6_28062-32855,30630-30672-.mp4,6,0.969,1.7
s01e08,clip_6_28062-32855,30673-30787-.mp4,15,0.922,4.6
s01e08,clip_6_28062-32855,30788-30867-.mp4,10,0.865,3.2
s01e08,clip_6_28062-32855,30868-30912-.mp4,6,1.014,1.8
s01e08,clip_6_28062-32855,30913-30964-.mp4,7,0.957,2
s01e08,clip_6_28062-32855,30965-31063-.mp4,13,1.031,3.9
s01e08,clip_6_28062-32855,31064-31116-.mp4,7,0.949,2.1
s01e08,clip_6_28062-32855,31117-31283-.mp4,21,1.005,6.6
s01e08,clip_6_28062-32855,31284-31333-.mp4,7,0.962,2
s01e08,clip_6_28062-32855,31334-31388-.mp4,7,0.9,2.2
s01e08,clip_6_28062-32855,31389-31436-.mp4,6,0.949,1.9
s01e08,clip_6_28062-32855,31437-31480-.mp4,6,0.979,1.7
s01e08,clip_6_28062-32855,31481-31608-.mp4,16,0.932,5.1
s01e08,clip_6_28062-32855,31609-31636-.mp4,4,1.008,1.1
s01e08,clip_6_28062-32855,31637-31724-.mp4,11,0.95,3.5
s01e08,clip_6_28062-32855,31725-31771-.mp4,6,1.008,1.8
s01e08,clip_6_28062-32855,31772-31877-.mp4,14,0.966,4.2
s01e08,clip_6_28062-32855,31878-31968-.mp4,12,0.97,3.6
s01e08,clip_6_28062-32855,31969-32061-.mp4,12,0.995,3.7
s01e08,clip_6_28062-32855,32062-32176-.mp4,15,0.968,4.6
s01e08,clip_6_28062-32855,32177-32247-.mp4,9,0.973,2.8
s01e08,clip_6_28062-32855,32248-32284-.mp4,5,0.967,1.4
s01e08,clip_6_28062-32855,32285-32351-.mp4,9,0.998,2.6
s01e08,clip_6_28062-32855,32352-32400-.mp4,7,1.011,1.9
s01e08,clip_6_28062-32855,32401-32443-.mp4,6,1.006,1.7
s01e08,clip_6_28062-32855,32444-32553-.mp4,14,0.977,4.4
s01e08,clip_6_28062-32855,32554-32697-.mp4,18,0.999,5.7
s01e08,clip_6_28062-32855,32698-32855-.mp4,20,0.94,6.3
s01e08,clip_7_32856-37539,32856-32915-.mp4,8,0.951,2.4
s01e08,clip_7_32856-37539,32916-32942-.mp4,4,0.889,1
s01e08,clip_7_32856-37539,32943-32989-.mp4,6,0.909,1.8
s01e08,clip_7_32856-37539,32990-33097-.mp4,14,0.906,4.3
s01e08,clip_7_32856-37539,33098-33141-.mp4,6,1.004,1.7
s01e08,clip_7_32856-37539,33142-33207-.mp4,9,0.951,2.6
s01e08,clip_7_32856-37539,33208-33226-.mp4,4,0.92,0.7
s01e08,clip_7_32856-37539,33227-33274-.mp4,6,0.917,1.9
s01e08,clip_7_32856-37539,33275-33312-.mp4,5,0.862,1.5
s01e08,clip_7_32856-37539,33313-33366-.mp4,7,0.927,2.1
s01e08,clip_7_32856-37539,33367-33390-.mp4,4,0.955,0.9
s01e08,clip_7_32856-37539,33391-33472-.mp4,11,0.951,3.2
s01e08,clip_7_32856-37539,33473-33562-.mp4,12,0.858,3.6
s01e08,clip_7_32856-37539,33563-33613-.mp4,7,0.942,2
s01e08,clip_7_32856-37539,33614-33709-.mp4,12,0.94,3.8
s01e08,clip_7_32856-37539,33710-33742-.mp4,5,0.943,1.3
s01e08,clip_7_32856-37539,33743-33765-.mp4,4,0.995,0.9
s01e08,clip_7_32856-37539,33766-33890-.mp4,16,0.867,5
s01e08,clip_7_32856-37539,33891-33922-.mp4,4,0.96,1.2
s01e08,clip_7_32856-37539,33923-33952-.mp4,4,0.929,1.2
s01e08,clip_7_32856-37539,33953-33972-.mp4,4,0.96,0.8
s01e08,clip_7_32856-37539,33973-34122-.mp4,19,0.941,6
s01e08,clip_7_32856-37539,34123-34429-.mp4,39,0.932,12.2
s01e08,clip_7_32856-37539,34430-34540-.mp4,14,0.733,4.4
s01e08,clip_7_32856-37539,34541-34589-.mp4,7,0.911,1.9
s01e08,clip_7_32856-37539,34590-34680-.mp4,12,0.847,3.6
s01e08,clip_7_32856-37539,34681-34761-.mp4,11,0.822,3.2
s01e08,clip_7_32856-37539,34762-34798-.mp4,5,0.881,1.4
s01e08,clip_7_32856-37539,34799-34908-.mp4,14,0.854,4.4
s01e08,clip_7_32856-37539,34909-34982-.mp4,10,0.91,2.9
s01e08,clip_7_32856-37539,34983-35002-.mp4,4,0.931,0.8
s01e08,clip_7_32856-37539,35003-35066-.mp4,8,0.873,2.5
s01e08,clip_7_32856-37539,35067-35162-.mp4,12,0.817,3.8
s01e08,clip_7_32856-37539,35163-35189-.mp4,4,0.899,1
s01e08,clip_7_32856-37539,35190-35222-.mp4,5,0.819,1.3
s01e08,clip_7_32856-37539,35223-35245-.mp4,4,0.838,0.9
s01e08,clip_7_32856-37539,35246-35297-.mp4,7,0.847,2
s01e08,clip_7_32856-37539,35298-35352-.mp4,7,0.903,2.2
s01e08,clip_7_32856-37539,35353-35389-.mp4,5,0.877,1.4
s01e08,clip_7_32856-37539,35390-35525-.mp4,17,0.926,5.4
s01e08,clip_7_32856-37539,35526-35757-.mp4,29,0.971,9.2
s01e08,clip_7_32856-37539,35758-35849-.mp4,12,0.924,3.6
s01e08,clip_7_32856-37539,35850-35874-.mp4,4,0.93,1
s01e08,clip_7_32856-37539,35875-35908-.mp4,5,0.93,1.3
s01e08,clip_7_32856-37539,35909-36040-.mp4,17,0.894,5.2
s01e08,clip_7_32856-37539,36041-36101-.mp4,8,0.836,2.4
s01e08,clip_7_32856-37539,36102-36154-.mp4,7,1.001,2.1
s01e08,clip_7_32856-37539,36155-36206-.mp4,7,0.93,2
s01e08,clip_7_32856-37539,36207-36268-.mp4,8,0.977,2.4
s01e08,clip_7_32856-37539,36269-36458-.mp4,24,0.808,7.6
s01e08,clip_7_32856-37539,36459-36558-.mp4,13,0.841,4
s01e08,clip_7_32856-37539,36559-36658-.mp4,13,0.901,4
s01e08,clip_7_32856-37539,36659-36734-.mp4,10,0.797,3
s01e08,clip_7_32856-37539,36735-36937-.mp4,26,0.805,8.1
s01e08,clip_7_32856-37539,36938-37229-.mp4,37,0.868,11.6
s01e08,clip_7_32856-37539,37230-37285-.mp4,7,0.911,2.2
s01e08,clip_7_32856-37539,37286-37365-.mp4,10,0.952,3.2
s01e08,clip_7_32856-37539,37366-37417-.mp4,7,0.943,2
s01e08,clip_7_32856-37539,37418-37539-.mp4,16,0.898,4.8
s01e08,clip_8_37540-42562,37540-37694-.mp4,20,0.894,6.2
s01e08,clip_8_37540-42562,37695-37743-.mp4,7,0.932,1.9
s01e08,clip_8_37540-42562,37744-37852-.mp4,14,0.946,4.3
s01e08,clip_8_37540-42562,37853-37894-.mp4,6,0.889,1.6
s01e08,clip_8_37540-42562,37895-38091-.mp4,25,0.931,7.8
s01e08,clip_8_37540-42562,38092-38125-.mp4,5,0.941,1.3
s01e08,clip_8_37540-42562,38126-38496-.mp4,47,0.816,14.8
s01e08,clip_8_37540-42562,38497-38607-.mp4,14,0.86,4.4
s01e08,clip_8_37540-42562,38608-38728-.mp4,16,0.887,4.8
s01e08,clip_8_37540-42562,38729-38991-.mp4,33,0.866,10.5
s01e08,clip_8_37540-42562,38992-39090-.mp4,13,0.86,3.9
s01e08,clip_8_37540-42562,39091-39274-.mp4,23,0.829,7.3
s01e08,clip_8_37540-42562,39275-39396-.mp4,16,0.913,4.8
s01e08,clip_8_37540-42562,39397-39444-.mp4,6,0.985,1.9
s01e08,clip_8_37540-42562,39445-39565-.mp4,16,0.955,4.8
s01e08,clip_8_37540-42562,39566-39654-.mp4,12,0.955,3.5
s01e08,clip_8_37540-42562,39655-39783-.mp4,17,0.921,5.1
s01e08,clip_8_37540-42562,39784-39862-.mp4,10,0.934,3.1
s01e08,clip_8_37540-42562,39863-39931-.mp4,9,0.903,2.7
s01e08,clip_8_37540-42562,39932-40042-.mp4,14,0.91,4.4
s01e08,clip_8_37540-42562,40043-40292-.mp4,32,0.952,10
s01e08,clip_8_37540-42562,40293-40488-.mp4,25,0.96,7.8
s01e08,clip_8_37540-42562,40489-40559-.mp4,9,0.955,2.8
s01e08,clip_8_37540-42562,40560-40636-.mp4,10,0.975,3
s01e08,clip_8_37540-42562,40637-40700-.mp4,8,0.946,2.5
s01e08,clip_8_37540-42562,40701-40811-.mp4,14,0.972,4.4
s01e08,clip_8_37540-42562,40812-40876-.mp4,9,0.914,2.6
s01e08,clip_8_37540-42562,40877-41019-.mp4,18,0.837,5.7
s01e08,clip_8_37540-42562,41020-41127-.mp4,14,0.982,4.3
s01e08,clip_8_37540-42562,41128-41428-.mp4,38,0.866,12
s01e08,clip_8_37540-42562,41429-41491-.mp4,8,0.868,2.5
s01e08,clip_8_37540-42562,41492-41536-.mp4,6,0.958,1.8
s01e08,clip_8_37540-42562,41537-41619-.mp4,11,0.905,3.3
s01e08,clip_8_37540-42562,41620-41672-.mp4,7,0.926,2.1
s01e08,clip_8_37540-42562,41673-41868-.mp4,25,0.918,7.8
s01e08,clip_8_37540-42562,41869-42034-.mp4,21,0.963,6.6
s01e08,clip_8_37540-42562,42035-42167-.mp4,17,0.972,5.3
s01e08,clip_8_37540-42562,42168-42224-.mp4,8,0.942,2.2
s01e08,clip_8_37540-42562,42225-42324-.mp4,13,0.943,4
s01e08,clip_8_37540-42562,42325-42394-.mp4,9,0.978,2.8
s01e08,clip_8_37540-42562,42395-42456-.mp4,8,0.906,2.4
s01e08,clip_8_37540-42562,42457-42542-.mp4,11,0.945,3.4
s01e08,clip_8_37540-42562,42543-42562-.mp4,4,0.985,0.8
s01e08,clip_9_42563-47088,42563-42592-.mp4,4,0.825,1.2
s01e08,clip_9_42563-47088,42593-42638-.mp4,6,0.838,1.8
s01e08,clip_9_42563-47088,42639-42725-.mp4,11,0.87,3.4
s01e08,clip_9_42563-47088,42726-42780-.mp4,7,0.901,2.2
s01e08,clip_9_42563-47088,42781-42844-.mp4,8,0.876,2.5
s01e08,clip_9_42563-47088,42845-42898-.mp4,7,0.92,2.1
s01e08,clip_9_42563-47088,42899-42949-.mp4,7,0.927,2
s01e08,clip_9_42563-47088,42950-43028-.mp4,10,0.929,3.1
s01e08,clip_9_42563-47088,43029-43266-.mp4,30,0.948,9.5
s01e08,clip_9_42563-47088,43267-43337-.mp4,9,0.842,2.8
